,player,team,position,batting_average,obp,slugging_percentage,ops,games_played,at_bats,runs,hits,doubles,triples,homeruns,rbi,hit_by_pitch,walks,strikeouts,stolen_bases,caught_stealing,all_american
2013,Ryan Milkowski,Valparaiso,,0.216,0.302,0.369,0.671,45,111,11,24,6,1,3,1,5,9,0,0,0,False
2014,Kacey Hvitved,Fresno State,,0.215,0.329,0.355,0.684,50,121,16,26,6,1,3,14,1,20,29,7,1,False
2015,Shea Garcia,Portland State,,0.215,0.406,0.266,0.672,38,79,7,17,4,0,0,11,2,24,18,0,0,False
2016,Ella LeMonier,Northern Kentucky,,0.215,0.269,0.233,0.502,56,172,25,37,1,1,0,5,1,12,18,17,3,False
2017,Korie Thomas,UC Santa Barbara,,0.215,0.276,0.231,0.507,53,121,14,26,0,1,0,2,5,6,0,0,0,False
2018,Neely Peterson,Florida Gulf Coast,,0.215,0.257,0.346,0.603,45,107,9,23,5,0,3,12,0,6,31,2,0,False
2019,Daisha Simon,South Carolina State,,0.215,0.311,0.215,0.526,31,65,4,14,0,0,0,3,2,7,11,4,1,False
2020,Samantha Reynoso,Eastern Kentucky,,0.215,0.256,0.364,0.62,44,107,12,23,4,0,4,0,2,5,0,0,0,False
2021,Mikayla Allee,Ole Miss,,0.215,0.394,0.446,0.84,55,130,36,28,6,3,6,27,18,21,22,3,1,False
2022,Kayla Jensen,Quinnipiac,,0.215,0.253,0.269,0.522,34,93,7,20,5,0,0,11,0,5,15,5,2,False
2023,Alise Hale,Purdue Fort Wayne,,0.214,0.348,0.375,0.723,46,112,24,24,7,1,3,8,6,17,33,6,4,False
2024,Kiley ORourke,Monmouth,,0.214,0.275,0.226,0.501,42,84,9,18,1,0,0,4,5,2,11,4,1,False
2025,Katie Sciglimpaglia,Saint Peter's,,0.214,0.267,0.302,0.569,55,159,26,34,3,1,3,15,2,10,10,5,1,False
2026,MaKenzie Hilling,Bucknell,,0.214,0.288,0.295,0.583,41,112,8,24,6,0,1,10,0,12,16,1,0,False
2027,Ava Aguilar,Bucknell,,0.214,0.275,0.274,0.549,39,84,10,18,3,1,0,2,1,6,16,1,0,False
2028,Jeanay Riley,Eastern Kentucky,,0.214,0.343,0.33,0.673,45,112,21,24,7,0,2,0,4,20,0,0,0,False
2029,Sarah Nakahara,UC Davis,,0.214,0.29,0.248,0.538,52,117,8,25,4,0,0,7,1,12,31,11,3,False
2030,Courtney James,Northern Illinois,,0.214,0.313,0.314,0.627,35,70,9,15,5,1,0,15,1,10,16,6,4,False
2031,Lauren Little,Army,,0.214,0.279,0.232,0.511,44,112,9,24,2,0,0,9,1,9,16,11,2,False
2032,Madi Gilmore,Army,,0.214,0.265,0.317,0.582,46,126,11,27,4,0,3,18,0,9,25,4,0,False
2033,Shelby Barfield,Georgia Southern,,0.214,0.287,0.238,0.525,37,84,10,18,2,0,0,6,1,8,15,3,0,False
2034,Gabby Stagner,South Alabama,,0.214,0.274,0.429,0.703,37,98,11,21,3,0,6,1,1,7,0,0,0,False
2035,Natalie Taylor,Southern Miss,,0.214,0.296,0.27,0.566,51,126,14,27,2,1,1,11,1,14,22,2,0,False
2036,Lilly Crowe,UAB,,0.213,0.273,0.386,0.659,49,127,16,27,6,2,4,22,1,10,16,2,1,False
2037,Lauren Nunez,Providence,,0.213,0.331,0.287,0.618,45,108,14,23,3,1,1,16,4,15,23,1,0,False
2038,Abbey Goodrum,Gardner-Webb,,0.213,0.292,0.301,0.593,44,136,22,29,12,0,0,13,3,13,47,9,3,False
2039,Arizona Ritchie,Virginia,,0.213,0.3,0.238,0.538,52,122,18,26,3,0,0,0,3,13,0,0,0,False
2040,Kamrie Rich,Lipscomb,,0.213,0.307,0.385,0.692,44,122,11,26,3,0,6,28,1,16,12,0,1,False
2041,Erica Brasher,Lafayette,,0.213,0.276,0.225,0.501,39,80,11,17,1,0,0,6,1,6,35,7,2,False
2042,Julia Roman,Lafayette,,0.213,0.256,0.27,0.526,43,122,9,26,7,0,0,15,2,5,17,2,2,False
2043,Emily Blum,Delaware,,0.213,0.302,0.277,0.579,37,94,9,20,4,1,0,12,3,9,9,0,0,False
2044,Chandley Garner,East Carolina,,0.213,0.3,0.36,0.66,51,150,26,32,5,1,5,21,4,15,47,8,3,False
2045,Sydney Peterson,LSU,,0.213,0.394,0.307,0.701,54,75,15,16,4,0,1,0,8,17,0,0,0,False
2046,Chloe Hatzopoulos,Elon,,0.213,0.308,0.351,0.659,43,94,17,20,1,0,4,11,4,9,27,2,0,False
2047,Ah-Nayia Oglesby,UMES,,0.213,0.279,0.339,0.618,49,127,24,27,3,2,3,18,1,11,30,19,1,False
2048,Lexi Wagner,Charlotte,,0.212,0.272,0.365,0.637,58,104,25,22,11,1,1,10,0,9,34,4,0,False
2049,Kyleigh Potter,Siena,,0.212,0.323,0.413,0.736,43,104,17,22,6,0,5,29,1,17,25,0,0,False
2050,Alyssa Barela,Evansville,,0.212,0.311,0.346,0.657,43,104,9,22,5,0,3,13,0,15,23,0,0,False
2051,Teagan Shaw,Harvard,,0.212,0.333,0.313,0.646,39,99,16,21,1,0,3,10,4,14,22,6,0,False
2052,Riley McCurry,Gardner-Webb,,0.212,0.264,0.242,0.506,42,99,9,21,3,0,0,6,2,5,23,1,0,False
2053,Peyton Angulo,Loyola Marymount,,0.212,0.354,0.404,0.758,45,104,12,22,5,0,5,18,7,17,21,0,0,False
2054,Logan Gaspar,Abilene Christian,,0.212,0.328,0.279,0.607,51,104,18,22,4,0,1,13,5,13,26,6,2,False
2055,Shelby Sargent,Middle Tennessee,,0.212,0.268,0.265,0.533,53,132,16,28,5,1,0,8,0,10,15,5,0,False
2056,Sarah Gonzalez,Bowling Green,,0.212,0.267,0.321,0.588,54,137,19,29,3,0,4,14,1,10,42,3,1,False
2057,Rylee Keith,Tulsa,,0.212,0.305,0.336,0.641,49,113,15,24,3,1,3,1,3,12,0,0,0,False
2058,Taylor Walton,Quinnipiac,,0.212,0.284,0.282,0.566,35,85,3,18,6,0,0,9,4,5,27,0,0,False
2059,Hayley Freudenberg,Lamar,,0.212,0.357,0.308,0.665,46,104,13,22,2,1,2,9,3,21,13,0,1,False
2060,Ashley Daugherty,San Diego,,0.212,0.328,0.384,0.712,44,99,14,21,6,1,3,12,3,14,15,0,0,False
2061,Brayden Lickey,Purdue Fort Wayne,,0.211,0.32,0.321,0.641,47,109,12,23,6,0,2,14,4,14,39,10,1,False
2062,Bella Alvarez,Western Illinois,,0.211,0.314,0.31,0.624,34,71,4,15,4,0,1,1,1,11,0,0,0,False
2063,Sara Muir,East Tennessee State,,0.211,0.272,0.293,0.565,54,133,6,28,5,0,2,15,2,10,36,5,2,False
2064,Kristina Day,Massachusetts,,0.211,0.32,0.375,0.695,48,128,18,27,4,1,5,1,5,16,0,0,0,False
2065,Julissa Gomez,Bethune-Cookman,,0.211,0.268,0.228,0.496,49,114,4,24,2,0,0,7,1,8,22,3,0,False
2066,Hannah Hennessy,James Madison,,0.211,0.268,0.389,0.657,38,90,13,19,4,0,4,14,2,5,22,1,0,False
2067,Meaghan Houk,Colgate,,0.211,0.304,0.378,0.682,44,90,12,19,5,2,2,7,1,11,38,1,1,False
2068,Taylor Rhea,Morehead State,,0.21,0.264,0.259,0.523,34,81,5,17,1,0,1,7,0,6,20,0,1,False
2069,Trina Hoang,Harvard,,0.21,0.298,0.24,0.538,38,100,14,21,3,0,0,10,0,13,7,8,2,False
2070,Lauren Apollaro,Columbia,,0.21,0.247,0.247,0.494,37,81,10,17,3,0,0,7,0,4,17,0,1,False
2071,Abby Frank,Incarnate Word,,0.21,0.346,0.248,0.594,45,105,11,22,4,0,0,7,3,19,17,2,1,False
2072,Matti Reiling,Abilene Christian,,0.21,0.269,0.294,0.563,51,143,23,30,4,1,2,8,3,9,34,8,1,False
2073,Carmen Muscolina,Yale,,0.21,0.229,0.407,0.636,29,81,10,17,2,1,4,10,1,1,13,0,0,False
2074,Katelyn Reynolds,Akron,,0.21,0.266,0.24,0.506,39,100,9,21,3,0,0,10,0,8,14,0,0,False
2075,Kaitlyn Morado,UTSA,,0.209,0.269,0.407,0.676,38,86,15,18,2,0,5,12,0,7,15,0,0,False
2076,Kaeley Hallada,Purdue,,0.209,0.259,0.366,0.625,53,134,9,28,3,0,6,17,2,7,30,0,0,False
2077,Carly Robinson,Eastern Kentucky,,0.209,0.396,0.427,0.823,46,110,8,23,3,0,7,3,1,33,0,0,0,False
2078,Jocelyn Kirk,North Dakota,,0.209,0.299,0.264,0.563,53,163,18,34,6,0,1,10,9,12,22,9,1,False
2079,Rebecca Clark,Presbyterian,,0.209,0.238,0.338,0.576,51,139,16,29,4,1,4,0,2,4,0,0,0,False
2080,Olivia Fee,Bryant,,0.209,0.284,0.209,0.493,37,67,7,14,0,0,0,6,0,7,11,7,4,False
2081,Jessie Rising,Manhattan,,0.209,0.258,0.255,0.513,42,110,10,23,3,1,0,0,0,8,0,0,0,False
2082,Julianna LaRusso,Army,,0.209,0.284,0.279,0.563,43,86,10,18,6,0,0,7,1,8,26,5,1,False
2083,Logan Calhoun,Troy,,0.209,0.239,0.287,0.526,52,129,19,27,5,1,1,12,2,3,21,7,0,False
2084,Ashley McDonald,Princeton,,0.208,0.212,0.292,0.504,46,120,12,25,7,0,1,1,2,1,0,0,0,False
2085,Drew Westford,Fairfield,,0.208,0.282,0.234,0.516,38,77,8,16,2,0,0,8,1,7,25,1,0,False
2086,Maddie Lacer,Northern Kentucky,,0.208,0.256,0.295,0.551,54,149,11,31,7,0,2,15,3,7,32,3,0,False
2087,Maddison Guillen,Incarnate Word,,0.208,0.283,0.25,0.533,44,96,7,20,4,0,0,4,2,8,19,0,0,False
2088,Capri Franzen,Southern Utah,,0.208,0.23,0.347,0.577,36,72,7,15,1,0,3,12,1,1,22,0,0,False
2089,Ava Bieneman,Loyola-Chicago,,0.208,0.286,0.225,0.511,45,120,15,25,2,0,0,0,0,13,0,0,0,False
2090,Sidney Sikes,Southern Illinois,,0.208,0.41,0.3,0.71,47,120,11,25,5,0,2,27,23,20,12,0,0,False
2091,Jade King,Delaware State,,0.207,0.27,0.207,0.477,27,58,7,12,0,0,0,2,0,5,9,2,0,False
2092,Jocelyn Bennett,North Carolina A&T,,0.207,0.241,0.366,0.607,36,82,4,17,4,0,3,0,2,2,0,0,0,False
2093,Emily Harkleroad,Austin Peay,,0.207,0.278,0.25,0.528,53,140,14,29,4,1,0,13,3,12,9,6,0,False
2094,Jojo Santiago,Illinois-Chicago,,0.207,0.211,0.279,0.49,45,111,11,23,3,1,1,11,0,1,25,3,0,False
2095,Brandi Feeney,Saint Peter's,,0.207,0.273,0.279,0.552,48,111,16,23,5,0,1,10,2,8,27,4,2,False
2096,Kendall McGary,Incarnate Word,,0.207,0.295,0.304,0.599,48,135,20,28,4,0,3,25,3,15,24,5,1,False
2097,Aaliyah Garcia,Incarnate Word,,0.207,0.27,0.31,0.58,46,116,8,24,6,0,2,13,0,10,15,3,0,False
2098,Marika Deemer,Manhattan,,0.207,0.294,0.298,0.592,42,121,9,25,5,0,2,0,0,15,0,0,0,False
2099,Kiyah Garrett,Charlotte,,0.206,0.304,0.34,0.644,45,97,11,20,4,0,3,19,3,11,17,0,0,False
2100,Brooke Albaugh,Cleveland State,,0.206,0.252,0.34,0.592,37,97,18,20,6,2,1,0,4,3,0,0,0,False
2101,Haley Castro,Texas Southern,,0.206,0.328,0.245,0.573,43,102,12,21,4,0,0,6,4,16,14,0,0,False
2102,Mariah Peters,North Dakota,,0.206,0.308,0.255,0.563,41,102,14,21,1,2,0,9,1,15,22,1,1,False
2103,Kayla Fredendall,Campbell,,0.206,0.311,0.324,0.635,47,102,7,21,3,0,3,14,2,14,20,0,0,False
2104,Mikayla Smith,North Texas,,0.206,0.308,0.365,0.673,53,126,18,26,6,1,4,24,0,19,26,6,1,False
2105,Madison Wilson,UMBC,,0.205,0.295,0.359,0.654,38,78,2,16,6,0,2,9,0,10,10,1,0,False
2106,Jessica Giacoma,San Jose State,,0.205,0.292,0.311,0.603,48,122,12,25,4,3,1,10,0,15,26,4,0,False
2107,Alexis Hargrove,Bellarmine,,0.205,0.268,0.385,0.653,45,117,13,24,4,1,5,17,0,10,33,0,0,False
2108,Kaylee Richetto,Middle Tennessee,,0.205,0.283,0.241,0.524,48,112,2,23,4,0,0,13,2,11,23,0,0,False
2109,MaKayla Jackson,Tulsa,,0.205,0.382,0.277,0.659,45,83,2,17,3,0,1,3,4,21,0,0,0,False
2110,Ellie Caldwell,Army,,0.205,0.216,0.254,0.47,49,122,12,25,6,0,0,10,0,2,15,5,1,False
2111,Laurel Moody,Brown,,0.205,0.319,0.462,0.781,32,78,17,16,3,1,5,10,1,12,6,0,1,False
2112,Amanda Greaney,Lehigh,,0.204,0.361,0.312,0.673,42,93,9,19,7,0,1,14,0,24,27,0,0,False
2113,Carly Rybinski,Saint Joseph's,,0.204,0.263,0.213,0.476,46,108,13,22,1,0,0,5,2,7,14,5,0,False
2114,KK Esparza,Ole Miss,,0.204,0.27,0.319,0.589,56,113,14,23,4,0,3,15,3,8,20,0,0,False
2115,Mikaelah Burkland,Stephen F. Austin,,0.204,0.281,0.265,0.546,54,113,13,23,7,0,0,0,1,14,0,0,0,False
2116,Skyler Ramos,Iowa State,,0.204,0.342,0.327,0.669,50,98,20,20,4,1,2,16,2,19,26,9,0,False
2117,Reagan Hamilton,Pacific,,0.203,0.248,0.341,0.589,48,138,11,28,7,0,4,25,2,7,32,1,0,False
2118,Ty Hardeman,Kennesaw State,,0.203,0.314,0.271,0.585,51,133,28,27,2,2,1,16,5,17,41,7,0,False
2119,Lauren King,Winthrop,,0.203,0.371,0.319,0.69,54,138,10,28,4,0,4,21,17,20,36,0,0,False
2120,Brianna Bailey,Iona,,0.203,0.329,0.263,0.592,45,118,12,24,5,1,0,6,3,19,28,6,2,False
2121,Sofia Palyan,Merrimack,,0.203,0.257,0.319,0.576,36,69,8,14,2,0,2,7,2,3,16,0,0,False
2122,Danielle Jason,Morgan State,,0.203,0.298,0.243,0.541,45,74,21,15,3,0,0,0,2,8,19,10,2,False
2123,Tatum Maytorena,Nevada,,0.202,0.276,0.255,0.531,41,94,13,19,3,1,0,8,2,8,32,2,2,False
2124,Kiera Frascone,Cleveland State,,0.202,0.272,0.213,0.485,41,94,12,19,1,0,0,0,0,9,0,0,0,False
2125,Chrissy Fleming,Furman,,0.202,0.231,0.231,0.462,45,104,8,21,3,0,0,4,2,2,36,2,1,False
2126,Anizya Vargas,Florida A&M,,0.202,0.321,0.255,0.576,42,94,12,19,5,0,0,1,3,14,0,0,0,False
2127,Jordyn Chapman,Detroit Mercy,,0.202,0.266,0.263,0.529,40,99,5,20,3,0,1,0,0,9,0,0,0,False
2128,Taylor Truran,Youngstown State,,0.202,0.311,0.315,0.626,45,89,8,18,4,0,2,1,3,12,0,0,0,False
2129,Elena Horn,Bucknell,,0.202,0.256,0.214,0.47,39,84,9,17,1,0,0,2,2,4,20,2,1,False
2130,Laurel DeVoe,Akron,,0.202,0.38,0.44,0.82,41,84,12,17,2,0,6,17,4,20,38,0,0,False
2131,Katie Faulk,Utah,,0.202,0.299,0.374,0.673,49,99,5,20,2,0,5,14,1,14,31,0,0,False
2132,Megan White,Elon,,0.202,0.308,0.273,0.581,46,99,5,20,4,0,1,12,1,15,24,0,0,False
2133,Mary Beth Cahalan,Dartmouth,,0.202,0.327,0.27,0.597,33,89,10,18,3,0,1,10,1,16,19,1,1,False
2134,Felixia Hinojosa,Lamar,,0.202,0.294,0.269,0.563,49,119,4,24,5,0,1,12,3,13,20,0,0,False
2135,Kayleigh Roper,Michigan State,,0.202,0.27,0.354,0.624,49,99,16,20,4,1,3,15,2,8,30,1,0,False
2136,Hope Hernandez,Florida Gulf Coast,,0.201,0.236,0.259,0.495,49,139,12,28,6,1,0,12,1,6,11,4,1,False
2137,Bri Lerma,Utah State,,0.201,0.327,0.276,0.603,51,134,19,27,5,1,1,9,15,10,22,0,0,False
2138,Amanda Limon,San Diego,,0.201,0.27,0.242,0.512,54,149,13,30,2,2,0,10,0,14,35,3,0,False
2139,Nina Davis,Pacific,,0.2,0.269,0.253,0.522,41,95,3,19,2,0,1,10,0,9,17,1,0,False
2140,Jordy Van Der Werf,Bradley,,0.2,0.277,0.37,0.647,43,100,15,20,5,0,4,19,4,7,39,2,0,False
2141,Destiny Falquez,Canisius,,0.2,0.348,0.292,0.64,50,130,21,26,4,1,2,24,2,28,37,0,0,False
2142,Madi Traver,Providence,,0.2,0.285,0.336,0.621,46,110,14,22,6,0,3,11,3,10,28,0,0,False
2143,Shayna Myshrall,Niagara,,0.2,0.246,0.295,0.541,39,105,9,21,2,1,2,3,2,5,0,0,0,False
2144,Meg Dugas,Central Connecticut,,0.2,0.214,0.326,0.54,47,135,7,27,7,2,2,2,0,3,0,0,0,False
2145,Larisa Villa,Illinois-Chicago,,0.2,0.265,0.233,0.498,36,90,5,18,3,0,0,4,0,8,22,0,1,False
2146,Leena Mortensen,Detroit Mercy,,0.2,0.262,0.242,0.504,42,120,1,24,5,0,0,0,3,7,0,0,0,False
2147,Madison Pederson,North Dakota,,0.2,0.274,0.364,0.638,50,140,7,28,11,0,4,16,1,14,36,0,0,False
2148,Jailyn Edwards,North Carolina Central,,0.2,0.263,0.305,0.568,42,105,14,21,5,0,2,14,3,6,24,2,1,False
2149,Logan Keith,Jacksonville,,0.2,0.263,0.257,0.52,44,105,8,21,3,0,1,10,1,8,15,5,1,False
2150,Shannon Carr,Oakland,,0.198,0.344,0.236,0.58,43,106,9,21,4,0,0,10,9,15,18,1,0,False
2151,Hannah Bassham,Memphis,,0.198,0.239,0.225,0.464,54,111,15,22,3,0,0,3,0,6,22,3,1,False
2152,Riley Olson,Florida Atlantic,,0.198,0.282,0.271,0.553,45,96,9,19,4,0,1,13,3,9,39,1,1,False
2153,Maya Amm,Florida Atlantic,,0.198,0.301,0.284,0.585,55,116,13,23,5,1,1,9,3,15,25,1,0,False
2154,Mackenzie Smith,Winthrop,,0.198,0.252,0.297,0.549,47,111,6,22,5,0,2,17,0,8,23,1,0,False
2155,Samantha Mills,Central Michigan,,0.198,0.252,0.262,0.514,53,126,13,25,5,0,1,11,2,7,31,0,0,False
2156,Regan Dias,Santa Clara,,0.198,0.295,0.254,0.549,49,126,18,25,2,1,1,0,0,18,0,0,0,False
2157,Savannah White,Campbell,,0.198,0.317,0.276,0.593,50,116,24,23,4,1,1,7,3,18,23,7,2,False
2158,Sammy Diaz,Iowa,,0.198,0.275,0.222,0.497,40,81,4,16,2,0,0,2,0,9,0,0,0,False
2159,Rachel Carney,Colgate,,0.198,0.315,0.236,0.551,47,106,13,21,4,0,0,5,1,17,26,4,3,False
2160,Olivia Creamer,Georgia Southern,,0.198,0.254,0.252,0.506,43,111,7,22,3,0,1,6,2,7,14,3,1,False
2161,Amber Storer,SIU Edwardsville,,0.198,0.254,0.298,0.552,45,131,11,26,4,0,3,12,0,10,12,0,0,False
2162,Grace Prom,Mercer,,0.198,0.388,0.297,0.685,43,91,8,18,4,1,1,7,15,14,19,0,0,False
2163,Kendall Jean,Harvard,,0.197,0.225,0.342,0.567,37,76,6,15,5,0,2,14,0,3,12,0,0,False
2164,Maddy Rifenberick,Columbia,,0.197,0.338,0.262,0.6,31,61,4,12,4,0,0,3,2,11,22,0,0,False
2165,Sophia Carroll,Arizona,,0.197,0.284,0.35,0.634,50,117,14,23,6,0,4,23,1,14,28,0,0,False
2166,Darcy Barkauskas,Western Michigan,,0.196,0.261,0.235,0.496,48,102,10,20,4,0,0,10,0,9,35,0,0,False
2167,Emily Smith,Radford,,0.196,0.269,0.25,0.519,41,92,11,18,2,0,1,0,2,9,0,0,0,False
2168,Taliya Talley,Prairie View,,0.196,0.301,0.304,0.605,44,112,18,22,9,0,1,2,1,17,0,0,0,False
2169,Audrey Sellers,Boston University,,0.196,0.275,0.239,0.514,50,92,13,18,4,0,0,7,4,6,12,3,1,False
2170,Emily Telg,Sam Houston,,0.196,0.333,0.321,0.654,52,112,11,22,4,2,2,13,4,19,35,6,1,False
2171,Lilia Crouthamel,Penn State,,0.196,0.245,0.319,0.564,51,138,17,27,5,3,2,19,0,9,38,5,3,False
2172,Sophia Masut,Southern Utah,,0.195,0.241,0.244,0.485,39,82,3,16,4,0,0,5,1,4,31,3,1,False
2173,Reed Butler,James Madison,,0.195,0.271,0.221,0.492,36,77,8,15,2,0,0,8,2,6,19,2,1,False
2174,Jenna Gardner,Bryant,,0.195,0.301,0.274,0.575,40,113,14,22,6,0,1,14,0,18,33,8,3,False
2175,Liz Rodebaugh,Chattanooga,,0.195,0.242,0.28,0.522,51,118,13,23,8,1,0,20,1,8,22,1,0,False
2176,Marissa Hassis,UC San Diego,,0.195,0.229,0.257,0.486,45,113,6,22,7,0,0,15,1,4,18,0,0,False
2177,Belle Wolfenden,South Alabama,,0.195,0.273,0.239,0.512,46,113,7,22,3,1,0,0,1,13,0,0,0,False
2178,Marisa Soterakis,USC Upstate,,0.194,0.342,0.204,0.546,58,98,23,19,1,0,0,11,13,9,12,13,1,False
2179,Caitlin Fogue,Ohio,,0.194,0.248,0.359,0.607,36,103,15,20,5,0,4,16,2,6,31,2,0,False
2180,Arianna Atchley,Alabama State,,0.194,0.235,0.213,0.448,49,108,21,21,2,0,0,6,1,5,13,8,0,False
2181,Kamryn Shaffer,Northern Iowa,,0.194,0.318,0.31,0.628,45,129,21,25,3,0,4,17,1,23,30,6,2,False
2182,Lexi Hernandez,Saint Francis (PA),,0.194,0.242,0.247,0.489,45,93,7,18,2,0,1,16,1,5,8,0,0,False
2183,Lauryn Rhinehart,Fairfield,,0.194,0.268,0.25,0.518,40,72,7,14,4,0,0,6,0,8,26,1,0,False
2184,Natalia Meray,Iona,,0.194,0.232,0.231,0.463,45,134,9,26,5,0,0,7,2,5,21,2,2,False
2185,Abrianna Gracia,Western Illinois,,0.194,0.266,0.222,0.488,34,72,2,14,2,0,0,0,2,5,0,0,0,False
2186,Gianna Carosone,Southern Utah,,0.194,0.202,0.245,0.447,37,98,5,19,5,0,0,4,0,1,26,3,3,False
2187,Samantha Fontaine,Campbell,,0.194,0.233,0.29,0.523,47,124,10,24,3,0,3,12,1,6,32,1,0,False
2188,Tylar Vernon,Central Arkansas,,0.193,0.276,0.336,0.612,48,119,19,23,3,1,4,12,1,13,38,0,0,False
2189,Melanie Aguilera,Coppin State,,0.193,0.303,0.254,0.557,45,114,12,22,4,0,1,12,3,15,21,2,0,False
2190,Kelley Renner,UC San Diego,,0.193,0.228,0.25,0.478,53,88,18,17,1,2,0,4,0,4,26,5,1,False
2191,Piper Montgomery,SIU Edwardsville,,0.193,0.273,0.277,0.55,45,119,12,23,4,0,2,10,4,9,23,0,0,False
2192,Shauna Nuss,Stony Brook,,0.192,0.226,0.218,0.444,40,78,10,15,0,1,0,6,0,4,16,5,0,False
2193,Zoey Keyes,Jackson State,,0.192,0.319,0.208,0.527,46,120,17,23,2,0,0,17,7,16,18,3,0,False
2194,Kasey Sekula,Fairfield,,0.192,0.256,0.219,0.475,38,73,7,14,2,0,0,10,0,7,22,0,0,False
2195,Natalie Morgan,Furman,,0.192,0.348,0.377,0.725,55,146,21,28,8,2,5,23,10,26,43,3,0,False
2196,Kendall Johnson,Saint Louis,,0.192,0.239,0.232,0.471,50,125,10,24,3,1,0,13,0,8,15,1,0,False
2197,Logan Bjorson,UNC Wilmington,,0.192,0.259,0.231,0.49,36,78,4,15,3,0,0,1,0,7,0,0,0,False
2198,Sarah Taffet,Fordham,,0.192,0.248,0.346,0.594,47,104,10,20,3,2,3,13,1,7,24,1,0,False
2199,Jazmyne Armendariz,Ball State,,0.192,0.274,0.308,0.582,44,104,8,20,3,0,3,11,3,9,19,0,0,False
2200,Megan Baniecke,St. Thomas,,0.191,0.294,0.364,0.658,43,110,12,21,4,0,5,11,0,16,40,2,0,False
2201,Bridgette Strobl,Gardner-Webb,,0.191,0.306,0.266,0.572,35,94,7,18,5,1,0,9,2,14,30,0,0,False
2202,Marina Sylvestri,Boston University,,0.191,0.255,0.213,0.468,47,89,8,17,2,0,0,11,6,2,7,2,0,False
2203,Maggie Vesneske,Niagara,,0.191,0.294,0.226,0.52,40,115,21,22,4,0,0,0,1,17,0,0,0,False
2204,Taryn Young,New Mexico,,0.191,0.272,0.352,0.624,53,162,24,31,3,1,7,4,2,16,0,0,0,False
2205,Madison Dudek,Akron,,0.191,0.226,0.235,0.461,49,115,8,22,5,0,0,14,0,6,20,0,0,False
2206,Gabriella Mazzotta,Manhattan,,0.191,0.243,0.191,0.434,44,94,12,18,0,0,0,0,2,5,0,0,0,False
2207,Abby Allen,South Alabama,,0.191,0.4,0.416,0.816,41,89,21,17,2,3,4,0,3,28,0,0,0,False
2208,Olivia Peterson,Florida Atlantic,,0.19,0.25,0.341,0.591,51,126,10,24,8,1,3,20,1,9,34,2,2,False
2209,Lindsay Cabral,Saint Mary's,,0.19,0.253,0.203,0.456,43,79,5,15,1,0,0,6,2,5,18,1,0,False
2210,Bailey Grossenbacher,Florida International,,0.19,0.267,0.241,0.508,40,79,6,15,4,0,0,12,3,6,14,5,2,False
2211,Maddie Moore,Clemson,,0.19,0.293,0.32,0.613,59,100,25,19,7,0,2,11,2,13,28,10,0,False
2212,Isabelle Garcia,Illinois-Chicago,,0.19,0.247,0.266,0.513,36,79,8,15,3,0,1,9,0,6,13,4,2,False
2213,Camryn Dean,UNC Wilmington,,0.19,0.29,0.316,0.606,38,79,17,15,4,0,2,1,3,9,0,0,0,False
2214,Maddy Jennings,Coastal Carolina,,0.19,0.344,0.437,0.781,52,126,18,24,4,0,9,20,8,22,43,0,0,False
2215,Tiera Washington,Hampton,,0.19,0.281,0.215,0.496,55,158,22,30,4,0,0,8,1,19,16,6,2,False
2216,Trinity Spear,Morehead State,,0.189,0.22,0.295,0.515,45,95,16,18,2,4,0,7,0,4,28,8,1,False
2217,Taylor Warne,Purdue Fort Wayne,,0.189,0.283,0.189,0.472,47,106,8,20,0,0,0,1,0,14,38,4,1,False
2218,Maggie Kane,Mount St. Marys,,0.189,0.297,0.216,0.513,46,111,12,21,0,0,1,9,8,9,40,15,3,False
2219,Olivia Wolk,Hartford,,0.189,0.21,0.318,0.528,48,132,18,25,5,0,4,16,0,4,28,6,1,False
2220,Armani Brown,Marshall,,0.189,0.235,0.211,0.446,49,95,17,18,2,0,0,7,0,6,17,5,0,False
2221,Brooke Dye,Stony Brook,,0.188,0.268,0.267,0.535,40,101,14,19,2,0,2,12,4,7,32,3,2,False
2222,Lauren Yuhas,Ohio,,0.188,0.317,0.353,0.67,43,85,15,16,3,1,3,6,7,9,34,6,0,False
2223,Aniz Roman,College of Charleston,,0.188,0.261,0.225,0.486,45,80,13,15,1,1,0,2,3,5,21,1,1,False
2224,Levitt Maicie,Cornell,,0.188,0.307,0.222,0.529,40,117,17,22,2,1,0,8,11,10,27,1,0,False
2225,Alex Rogers,Central Connecticut,,0.188,0.287,0.188,0.475,38,80,6,15,0,0,0,1,2,10,0,0,0,False
2226,Paolina Baez,Texas A&M-Corpus Christi,,0.188,0.336,0.238,0.574,46,101,14,19,3,1,0,15,2,21,36,4,0,False
2227,Emily Spencer,Monmouth,,0.188,0.25,0.229,0.479,41,96,7,18,4,0,0,3,1,7,24,1,0,False
2228,Riley Nayadley,East Tennessee State,,0.188,0.224,0.215,0.439,54,149,11,28,4,0,0,8,1,7,22,12,3,False
2229,Emily Whelan,Massachusetts,,0.188,0.209,0.212,0.421,39,85,9,16,2,0,0,1,0,3,0,0,0,False
2230,EC Taylor,Pittsburgh,,0.188,0.246,0.219,0.465,35,64,10,12,0,1,0,2,1,4,24,7,1,False
